,complete,correctness,fidelity,robustness,rule_n,avg_length,overlap,class_fraction
0,1.0,0.31433333333333335,0.5618333333333333,0.5618333333333333,11,4.090909090909091,0,1.0
1,1.0,0.3595,0.3085,0.3085,11,4.2727272727272725,0,1.0
2,1.0,0.5523333333333333,0.24033333333333334,0.24033333333333334,11,5.090909090909091,0,1.0
3,1.0,0.4025,0.2638333333333333,0.2638333333333333,11,4.454545454545454,0,1.0
4,1.0,0.7788333333333334,0.5478333333333333,0.5478333333333333,11,4.2727272727272725,0,0.5
