,complete,correctness,fidelity,robustness,rule_n,avg_length,overlap,class_fraction
0,1.0,0.5514018691588785,0.9996662216288384,0.9996662216288384,1,0.0,0,0.5
1,1.0,0.4485981308411215,1.0,1.0,5,2.6,0,0.5
2,1.0,0.5654205607476636,0.9065420560747663,0.9058744993324432,10,3.4,0,1.0
3,1.0,0.44893190921228304,1.0,1.0,1,0.0,0,0.5
4,1.0,0.44893190921228304,0.9996662216288384,0.9996662216288384,2,1.0,0,0.5
